additional_work_marriage_civil_partnership_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.,,
consultation_marriage_civil_partnership_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tip:<br/> <ul>Include equality questions in your BeHeard consultation.</li> <li>Contact potential stakeholders directly to ask them to complete the BeHeard questionnaire.</li> </ul><br/> ",,
additional_work_marriage_civil_partnership_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.,,
impact_marriage_civil_partnership_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.,,
consultation_marriage_civil_partnership_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>,,
consultation_marriage_civil_partnership_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.,,
additional_work_marriage_civil_partnership_6,Do you think that the #{function_policy_substitution} could help foster good relations between persons who share the relevant protected characteristic and persons who do not share it?,This question asks you to assess whether the #{function_policy_substitution} could have a role in assisting #{wordings[strand]} to get on better with each other.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to promote good relations as their primary purpose and some #{function_policy_substitution}s that might have this as a secondary role.,,
impact_marriage_civil_partnership_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}.",,
consultation_marriage_civil_partnership_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""consultation""][7][strand]}<br/><br/> Differential impact can be positive or negative.  Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action.",,
impact_marriage_civil_partnership_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient.",,
impact_marriage_civil_partnership_8,"You may have evidence from more than one source.  If so, does it present a consistent view?","This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.If not, you will need to explain the outcome of your findings in the Analysis.<br/><br/> Tip:<br/> <ul><li>You may need to do further work to understand why the evidence is inconsistent and how this impacts on your analysis.<?li. </ul><br/> ",,
impact_marriage_civil_partnership_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action.",,
purpose_overall_13,This must capture your overall analysis and understanding of assessment being undertaken to arrive at your decision. You must outline any consideration or adjustments which may have been made. If adjustments cannot be made for business or technical reasons you must explain the business case behind this decision.,"This Initial Assessment should be completed at the earliest opportunity and will determine whether or not it is necessary to carry out a Full Equality Assessment.<br><br>The Initial Assessment assesses whether the policy, strategy, function or service may have an impact either positively or negatively on any customer group, staff, part of a community or identity, and should demonstrate:<br><ul>  <li>That the policy, strategy, function or service is robust.</li>  <li>That there is no potential for discrimination or adverse impact.</li>  <li>All opportunities to promote equality have been taken</li></ul><br><br>The use of supporting data and intelligence is vital to the decision taken at this stage. If you do not have sufficient evidence to make an informed decision you need to progress to a Full Equality Assessment. This will help you to establish if there is an impact and help identify how or where to make adjustments.<br><br>If you are aware that there may be an impact, but you are not ready at this stage to go on to a more detailed analysis, you must explain this. (For example an EA to support a cabinet report to agree principles or funding to start an initiative)<br><br>TIPS:<br><ul>  <li>Use facts, figures, and supporting data</li>  <li>Evidence your decision making</li>  <li>Describe any adjustments which have been made</li>  <li>The larger the demographic impacted, the more likely you need to undertake a full assessment</li></ul><br><br>If adjustments cannot be made due to technical or business reasons you must explain the business case behind your decisions.",,
purpose_overall_14,This must capture your final analysis and understanding of assessment being undertaken to arrive at your decision.,"In completing this section you will have identified that your assessment: <br/><ul> <li>Demonstrates  ??due regard? to the 3 aims of the General Duty</li> <li>Consultation and Engagement has been undertaken and has informed decision making;</li> <li>Consideration has been given to take account of disabled persons?? disabilities, even where that involves treating disabled persons more favourably than other persons;</li> <li>Relevant information (key findings of the assessment ) have been documented;</li> <li>Where an adverse impact has been identified, consideration has been given on how to mitigate the impact</li> <li>Considerations have been given to alternate options;</li> <li>Provides adequate records detailing how decisions have been made at relevant stages, through out the Assessment;</li> <li>Actions completed;</li> <li>Provides information on how you intend to utilise the findings as part of  your decision-making;</li> <li>Provides details on how your policy will meet the city councils responsibility in relation to equality;</li> <li>Demonstrates how you will engage service users, employees in implementation, monitoring and review;</li> <li>Demonstrates what changes/modifications will now be made to the policy in the light of this Assessment;</li> <li>Cabinet members have been provided with the relevant information on this proposal, prior to decision making</li> <br/><br/></ul> Finally, if any further work needs to be done on this Assessment, you will need to state this.<br/><br/> TIPS:<br/> <ul><li>If there is a disproportional impact that cannot be addressed through mitigation or adjustment you MUST explain the business case and reasoning behind this decision and the options that have been explored to try to resolve any issues. If these options have been rejected, you must explain why.<br/><br/>Remember that this is a public document and is likely to be published. ",,
purpose_overall_2,What is the purpose of this #{function_policy_substitution} and expected outcomes?,"This question asks you to identify the target outcome or desired state of affairs which the #{function_policy_substitution} is designed to deliver.  If the #{function_policy_substitution} does the job which it is supposed to do, what will it change or achieve.<br/><br/> Examples of target outcomes are:<ul> <li>A narrowing of the gap between the local employment rate for priority disadvantaged groups and the national rate.</li> <li>An improvement in the skill levels of the workforce to better meet the needs of the local economy.</li></ul><br/><br/> Tip: In answering this question please detail:<br/> <ul><li>What change is being proposed?</li> <li>Why and what is it looking to address?</li> <li>Where the change is being introduced?</li> <li>What the expected outcome is?</li> </ul><br/>",,
purpose_overall_5,Service Users/Stakeholders,"This question asks you to consider if service users or stakeholders will be impacted by what you propose. It is likely that you will need to undertake public consultation if Service Users are impacted.<br/><br/> Tips:<br/> <ul><li>Describe the number and demographic of service users and stakeholders in your report.</li> <li>Benchmarking service user profiles before and after implementation can help identify if there has been a detrimental impact on a protected characteristic.</li> <li>The higher the number impacted, the more likely you will need to undertake a more detailed analysis as it is more difficult to assess the impact.</li> <li>Use BeHeard to undertake public consultation.</li> </ul><br/> ",,
purpose_overall_6,Employees,"#{function_policy_substitution}s on how the Council is structured and operates such as HR #{function_policy_substitution}s will have an impact on staff employed by the Council.  Staff are almost certain to be Services Users as well but this question is asked in relation to their role as staff.<br/><br/> Tips:<br/> <ul><li>Describe the number and demographic of staff affected in your report.</li> <li>Producing a workforce profile before and after implementation can help identify if there has been a detrimental impact on a protected characteristic.</li> <li>When considering the impact on employees, consider HR policies which are already in place to support staff where necessary.</li> <li>BeHeard can be used for internal consultation.</li> </ul><br/>",,
purpose_overall_7,Wider Community,"This question asks you to consider if the wider community will be impacted by what you propose.  This would include those who may not use the service currently but may still be impacted by the decision made. For example, relatives or dependants which may be indirectly impacted by the decision. It is likely that you will need to undertake public consultation if the wider community is impacted.<br/><br/> Tips:<br/> <ul><li>Describe the number and demographic of those impacted in your report.</li> <li>The higher the number impacted, the more likely you will need to undertake a more detailed analysis as it is more difficult to assess the impact.</li> <li>Use BeHeard to undertake public consultation.</li> </ul><br/> ",,
impact_pregnancy_and_maternity_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,This question asks you to assess the current impact of the #{function_policy_substitution} in meeting the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} purely because of their #{descriptive_term[strand]} then clearly the impact of the #{function_policy_substitution} in this regard is not positive.,,
additional_work_pregnancy_and_maternity_1,Do you need any more information to complete the assessment?,This question asks you to reflect upon whether you think that you need further information to obtain a comprehensive view of the impact of the #{function_policy_substitution}.<br/><br/> The Impact section asked you to identify existing information to assess the impact of the #{function_policy_substitution} on #{wordings[strand]}.<br/><br/> The Consultation section asked you to who had been consulted about the impact of the #{function_policy_substitution}. <br/><br/> Even with these two sources of information you may feel that there is additional information required such as further data collection and analysis of further consultation.,,
consultation_pregnancy_and_maternity_1,Have you obtained the views of #{wordings[strand]} on the impact of the #{function_policy_substitution}?,"This question asks whether any individuals representing the interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][1][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tips:<br/> <ul><li>Use BeHeard to undertake public consultation.</li> <li>Include equality questions on the Beheard questionnaire to establish facts and gain information.</li> <li>Refer to the corporate guide for consultation.</li> <li>The BVSC website provides contact information for many faith groups, charities and support groups who could be consulted.</li> </ul><br/> ",,
impact_pregnancy_and_maternity_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>Tip:<br/> <ul><li>You may need to explore this further to establish how this impacts on the assessment.</li> </ul><br/> ,,
additional_work_pregnancy_and_maternity_10,Please explain how individuals may be impacted.,This question relates whether the Function/Policy could have a role in eliminating discrimination or harassment faced by individuals of a protected characteristic. Describe how this is achieved and the proposed outcome.<br/><br/> Some Functions/Policies may be developed specifically to eliminate discrimination or harassment and some Functions/Policies may have a secondary role in eliminating discrimination or harassment.,,
additional_work_pregnancy_and_maternity_11,Please explain how.,,,
impact_pregnancy_and_maternity_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment.",,
consultation_pregnancy_and_maternity_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.You need to explain this decision in the report.</li></ul>,,
additional_work_pregnancy_and_maternity_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient.",,
impact_pregnancy_and_maternity_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2015<br/><br/> Tips:<br/> <ul><li>Benchmarking data can be useful to assess impact before and after implementation.</li> <li>It is helpful to define demographic profile of the population specifically impacted by the Function/Policy.</li> <li>Relevant information from previous EAs and consultation can be used.</li> </ul><br/> ",,
additional_work_pregnancy_and_maternity_3,Is there any more work you feel is necessary to complete the assessment?,"Describe any further work that may be required to complete the assessment. For example, this could be a further, more detailed EA and associated consultation after Cabinet approval for proceeding with an initiative has been gained.<br/><br/> Tips:<br/> <ul><li>If there is additional work, you may wish to provide further details by adding an action plan at the end of the report.</li> <li>Several EAs may be required for an initiative as it progresses through from initial Cabinet approvals through to more detailed consultation and analysis.</li> <li>The clone tool may be useful in this instance.</li> </ul><br/>",,
consultation_pregnancy_and_maternity_3,"If so, how did you obtain these views?","This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.<br/><br/> Tips:<br/> <ul><li>There is a corporate guide on undertaking consultation on Inline.</li> <li>Use ?Beheard? as the default for online consultation.</li> <li>
Organisations such as the BVSC can help identify interested stakeholders.</li> <li>If BCC employees are impacted consult with the Unions.</li> </ul><br/>
",,
purpose_pregnancy_and_maternity_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons?? disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>",,
consultation_pregnancy_and_maternity_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tip:<br/> <ul>Include equality questions in your BeHeard consultation.</li> <li>Contact potential stakeholders directly to ask them to complete the BeHeard questionnaire.</li> </ul><br/> ",,
additional_work_pregnancy_and_maternity_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.,,
impact_pregnancy_and_maternity_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.<br/><br/> Tip:<br/> <ul><li>You may wish to set out an action plan in the report to describe when and how the evidence will be collected.</li> </ul><br/>,,
additional_work_pregnancy_and_maternity_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.,,
impact_pregnancy_and_maternity_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.,,
consultation_pregnancy_and_maternity_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>,,
consultation_pregnancy_and_maternity_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.,,
impact_pregnancy_and_maternity_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}.",,
additional_work_pregnancy_and_maternity_6,Do you think that the #{function_policy_substitution} could help foster good relations between persons who share the relevant protected characteristic and persons who do not share it?,This question asks you to assess whether the #{function_policy_substitution} could have a role in assisting #{wordings[strand]} to get on better with each other.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to promote good relations as their primary purpose and some #{function_policy_substitution}s that might have this as a secondary role.,,
consultation_pregnancy_and_maternity_7,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,This question asks you if you are proposing further actions associated with this EA and will generate an Action Plan to be completed.  Details of this will appear at the end of the report.<br/><br/> Tips:<br/> <ul><li>An action plan may be required to mitigate impact on a protected characteristic.</li> <li>Ensure action plans are followed through.</li> </ul><br/>,,
impact_pregnancy_and_maternity_7,Please record the nature of such feedback.,"This question asks you to record the details of any additional measures.<br/><br/> A brief description, source and date will be sufficient.",,
impact_pregnancy_and_maternity_8,"You may have evidence from more than one source.  If so, does it present a consistent view?","This question asks you whether all the information from the range of sources gives a consistent assessment of the impact of the #{function_policy_substitution}.If not, you will need to explain the outcome of your findings in the Analysis.<br/><br/> Tip:<br/> <ul><li>You may need to do further work to understand why the evidence is inconsistent and how this impacts on your analysis.<?li. </ul><br/> ",,
impact_pregnancy_and_maternity_9,Is there anything about the #{function_policy_substitution} and the way it affects #{wordings[strand]} which needs highlighting?,"This question asks you to identify any issues about the way in which the #{function_policy_substitution} has an impact upon people from different religions or beliefs.  An issue will be where there is a differential impact.  #{data[""extra_strand_wordings""][""impact""][9][strand]}<br/><br/> Differential impact can be positive or negative. Negative or adverse differential impact needs to be addressed by putting in place compensatory measures.<br/><br/> Some differential impact is intentional and can be characterised as positive action.",,
impact_race_1,Describe how the #{function_policy_substitution} meets the needs of #{wordings[strand]}?,This question asks you to assess the current impact of the #{function_policy_substitution} in meeting the particular needs of #{wordings[strand]}.<br/><br/> If the #{function_policy_substitution} is not meeting the needs of any #{wordings[strand]} purely because of their #{descriptive_term[strand]} then clearly the impact of the #{function_policy_substitution} in this regard is not positive.,,
additional_work_race_1,Do you need any more information to complete the assessment?,This question asks you to reflect upon whether you think that you need further information to obtain a comprehensive view of the impact of the #{function_policy_substitution}.<br/><br/> The Impact section asked you to identify existing information to assess the impact of the #{function_policy_substitution} on #{wordings[strand]}.<br/><br/> The Consultation section asked you to who had been consulted about the impact of the #{function_policy_substitution}. <br/><br/> Even with these two sources of information you may feel that there is additional information required such as further data collection and analysis of further consultation.,,
consultation_race_1,Have you obtained the views of #{wordings[strand]} on the impact of the #{function_policy_substitution}?,"This question asks whether any individuals representing the interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][1][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tips:<br/> <ul><li>Use BeHeard to undertake public consultation.</li> <li>Include equality questions on the Beheard questionnaire to establish facts and gain information.</li> <li>Refer to the corporate guide for consultation.</li> <li>The BVSC website provides contact information for many faith groups, charities and support groups who could be consulted.</li> </ul><br/> ",,
additional_work_race_10,Please explain how individuals may be impacted.,This question relates whether the Function/Policy could have a role in eliminating discrimination or harassment faced by individuals of a protected characteristic. Describe how this is achieved and the proposed outcome.<br/><br/> Some Functions/Policies may be developed specifically to eliminate discrimination or harassment and some Functions/Policies may have a secondary role in eliminating discrimination or harassment.,,
impact_race_10,Please give more information about the contradictory evidence.,This question asks you to record the details of the contradictory evidence.<br/><br/>Tip:<br/> <ul><li>You may need to explore this further to establish how this impacts on the assessment.</li> </ul><br/> ,,
additional_work_race_11,Please explain how.,,,
additional_work_race_2,Please explain what information you need.,"A brief description of the nature of the information, source and timescales for collection will be sufficient.",,
consultation_race_2,"If not, why not?",This question asks why groups have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant individuals identified.  This would be the correct answer if it had been decided that there were no suitable groups representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant individuals.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant individuals.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.You need to explain this decision in the report.</li></ul>,,
impact_race_2,Do you have evidence to support the assessment?,"This question asks you whether you have any information to support your assessment of the impact of the #{function_policy_substitution} that you recorded in the previous question.<br/><br/> The information could take a wide variety of forms from regular performance management information, evaluation work, surveys, academic publications and audit reports.<br/><br/> The available answers are:<br/> <ul><li>Yes</li> <li>No</li> </ul> If you have not got information to support the assessment of impact you might like to think on what basis you made the assessment.",,
consultation_race_3,"If so, how did you obtain these views?","This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.<br/><br/> Tips:<br/> <ul><li>There is a corporate guide on undertaking consultation on Inline.</li> <li>Use ?Beheard? as the default for online consultation.</li> <li>
Organisations such as the BVSC can help identify interested stakeholders.</li> <li>If BCC employees are impacted consult with the Unions.</li> </ul><br/>
",,
purpose_race_3,#{wordings[strand_short]},"<p>Having due regard to the need to advance equality of opportunity between persons who share a relevant protected characteristic and persons who do not share it involves the need to:</p><ul><li>remove or minimise disadvantages suffered by persons who share a relevant protected characteristic that are connected to that characteristic;</li><li>take steps to meet the needs of persons who share a relevant protected characteristic that are different from the needs of persons who do not share it;</li><li>encourage persons who share a relevant protected characteristic to participate in public life or in any other activity in which participation by such persons is disproportionately low.</li><p>The steps involved in meeting the needs of disabled persons that are different from the needs of persons who are not disabled include, in particular, steps to take account of disabled persons?? disabilities.Having due regard to the need to foster good relations between persons who share a relevant protected characteristic and persons who do not share it involves having due regard, in particular, to the need to:</p><ul><li>tackle prejudice;</li><li>promote understanding.</li></ul><p>It is acceptable that this #{function_policy_substitution} treats some persons more favourably than others.</p>",,
impact_race_3,Please record the type of evidence and where it is from?,"This question asks you to record the nature of the information you have used to make your assessment of the impact.<br/><br/> A brief description of the information, its source and date is sufficient. e.g.<br/> Internal Audit Report.<br/> ABC Ltd<br/> October 2015<br/><br/> Tips:<br/> <ul><li>Benchmarking data can be useful to assess impact before and after implementation.</li> <li>It is helpful to define demographic profile of the population specifically impacted by the Function/Policy.</li> <li>Relevant information from previous EAs and consultation can be used.</li> </ul><br/> ",,
additional_work_race_3,Is there any more work you feel is necessary to complete the assessment?,"Describe any further work that may be required to complete the assessment. For example, this could be a further, more detailed EA and associated consultation after Cabinet approval for proceeding with an initiative has been gained.<br/><br/> Tips:<br/> <ul><li>If there is additional work, you may wish to provide further details by adding an action plan at the end of the report.</li> <li>Several EAs may be required for an initiative as it progresses through from initial Cabinet approvals through to more detailed consultation and analysis.</li> <li>The clone tool may be useful in this instance.</li> </ul><br/>",,
consultation_race_4,Have you obtained the views of relevant stakeholders on the impact of the #{function_policy_substitution} on #{wordings[strand]}?,"This question asks whether any stakeholders with knowledge and expertise on the #{""different "" if strand == ""gender""}interests of #{wordings[strand]} have been consulted on the impact of the #{function_policy_substitution}.<br/><br/> #{data[""extra_strand_wordings""][""consultation""][4][strand]} The consultation may have been arranged specifically for this particular #{function_policy_substitution} or for a number of #{function_policy_substitution}s.<br/><br/> The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/>Tip:<br/> <ul>Include equality questions in your BeHeard consultation.</li> <li>Contact potential stakeholders directly to ask them to complete the BeHeard questionnaire.</li> </ul><br/> ",,
additional_work_race_4,"Do you think that the #{function_policy_substitution} has a role in preventing #{wordings[strand]} being treated differently, in an unfair or inappropriate way, just because of their #{sentence_desc(strand)}?",This question asks you to assess whether the #{function_policy_substitution} could have a role in eliminating discrimination or harassment faced by #{wordings[strand]} as a result of their #{descriptive_term[strand]}.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to eliminate discrimination or harassment as their primary purpose and some #{function_policy_substitution}s which might have a secondary role in eliminating discrimination or harassment.,,
impact_race_4,Do you plan to collect any evidence?,This question asks you whether the Council has any plans to collect information to assess the impact of the #{function_policy_substitution}.<br/><br/> Tip:<br/> <ul><li>You may wish to set out an action plan in the report to describe when and how the evidence will be collected.</li> </ul><br/>,,
additional_work_race_44,Please explain what work needs to be done.,A brief description of the nature of the work and timescales for completion will be sufficient.,,
consultation_race_5,"If not, why not?",This question asks why stakeholders have not been consulted on the impact of the #{function_policy_substitution}.<br/><br/> The available answers to this question are:<ul> <li>No relevant stakeholders identified.  This would be the correct answer if it had been decided that there were no suitable stakeholders representing the interests of #{wordings[strand]} to consult with.</li> <li>There are plans to consult relevant stakeholders.  This would be the correct answer if the consultation was planned but had not yet taken place.</li> <li>There are no plans to consult relevant stakeholders.  There may be reasons why the Council had decided not to consult on the impact of the #{function_policy_substitution}.</li></ul>,,
impact_race_5,What evidence will be collected and when?,This question asks you to estimate the timescales for collecting additional information.<br/><br/> If you are not sure about the timescales please note this in the space provided.,,
consultation_race_6,"If so, how did you obtain these views?",This question asks you to list the groups that have been consulted and the date of the consultation.<br/><br/> If any future consultations are planned please record these details as well.,,
impact_race_6,Have you received any other feedback about the #{function_policy_substitution} in meeting the needs of #{wordings[strand]}?,"This question asks you if there are other measures by which you could assess the impact of the #{function_policy_substitution} on #{wordings[strand]}#{data[""extra_strand_wordings""][""impact""][6][""extra_word""][strand]}.  Such measures might be the level of complaints, anecdotal evidence or your first hand experience of the #{function_policy_substitution}.<br/><br/>#{data[""extra_strand_wordings""][""impact""][6][""extra_paragraph""][strand]} The available answers to this question are:<br/> <ul><li>Yes</li> <li>No</li> </ul><br/> In the light of this question you may want to go back and review your assessment of the impact of the #{function_policy_substitution} on #{wordings[strand]}.",,
additional_work_race_6,Do you think that the #{function_policy_substitution} could help foster good relations between persons who share the relevant protected characteristic and persons who do not share it?,This question asks you to assess whether the #{function_policy_substitution} could have a role in assisting #{wordings[strand]} to get on better with each other.<br/><br/> There will be a minority of #{function_policy_substitution}s that are intended to promote good relations as their primary purpose and some #{function_policy_substitution}s that might have this as a secondary role.,,
